numero_base,classe,descricao,referencias_correlacionadas
440238,44,Aluguel de garrafas e recipientes contendo gás para fins medicinais,050041;050086;050121;050399;050455;050459;050461;050465;060050;080289;090532;090860;090888;100294;100301;200349
440239,44,Aluguel de geradores de água hidrogenada para banhos,010098;010099;010247;010253;010448;030255;050042;050043;050044;050045;050059;050131;070124;070171;090072;110004;110037;110349;110404;320014;320017;360035;360143;370013;370120;380032;390035;390040;390042;390045;390099;400104;410067;420205;420294
440240,44,Serviços de medicina regenerativa,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440241,44,Serviços de estética,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440242,44,Serviços de tingimento de cabelos,030040;030133;030201;030231;210207;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400019;400029;400056;400057;400060;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;030040;030041;030133;030201;030231;030232;210110;210207;260013;260015;260038;260039;260040;260040;260041;260042;260043;260044;260115;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;020008;020032;020076;020136;030040;030133;030201;030231;030232;060310;080013;160087;160216;160347;160358;190205;210207;260013;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370040;370068;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400016;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410230;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440242,44,Serviços de coloração de cabelos,030040;030133;030201;030231;210207;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400019;400029;400056;400057;400060;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;030040;030041;030133;030201;030231;030232;210110;210207;260013;260015;260038;260039;260040;260040;260041;260042;260043;260044;260115;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;020008;020032;020076;020136;030040;030133;030201;030231;030232;060310;080013;160087;160216;160347;160358;190205;210207;260013;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370040;370068;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400016;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410230;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440242,44,Serviços de pintura de cabelos,030040;030133;030201;030231;210207;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400019;400029;400056;400057;400060;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;030040;030041;030133;030201;030231;030232;210110;210207;260013;260015;260038;260039;260040;260040;260041;260042;260043;260044;260115;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273;020008;020032;020076;020136;030040;030133;030201;030231;030232;060310;080013;160087;160216;160347;160358;190205;210207;260013;260015;260038;260040;260040;260041;260042;260044;350009;350072;350088;350107;360003;360028;360031;360111;360123;370040;370068;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400016;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410230;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440243,44,Serviços de poda de árvores,010079;010080;010198;010341;060028;060467;080100;200371;210207;280029;280039;280120;300008;310008;310009;310010;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;380056;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440244,44,Transplante de árvores,010079;010080;010198;010341;060028;060467;080100;200371;260129;280006;280029;280039;280120;300008;310008;310009;310010
440245,44,Arquitetura paisagística,160021;420011;420036
440246,44,Terapia ocupacional,450267
440247,44,Serviços de avaliação de saúde,210207;350009;350072;350088;350107;360003;360014;360025;360028;360031;360038;360051;360052;360061;360062;360064;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410054;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440248,44,Provimento de instalações de jardinagem comunitária,070133;080086;080097;110203;210321;410014;410035;410042;410053;410062;410254
440249,44,Serviços de barbearia,210155;210207;350005;350009;350012;350047;350069;350072;350085;350088;350107;350114;350142;350156;350157;350159;350162;350165;350175;360003;360007;360009;360011;360013;360028;360029;360031;360041;360073;360108;360109;360110;360111;360118;360123;360128;360141;360142;370054;370059;370070;370071;370132;370142;370146;370147;370152;380007;380009;380011;380012;380022;380036;380039;380042;380045;380049;380056;390007;390016;390033;390065;390072;390074;390075;390100;390101;390116;390118;390120;390130;400029;400047;400056;400093;400099;400107;400114;400121;400122;400131;400134;400147;400149;410003;410004;410007;410008;410017;410017;410017;410023;410028;410033;410041;410047;410071;410095;410098;410103;410183;410186;410191;410199;410219;410223;410224;410230;410233;410234;410235;410265;420011;420030;420050;420217;420228;420243;420268;420312;420313;430024;430025;430027;430066;430071;430073;430098;430108;430138;430183;430196;430203;430213;450003;450005;450006;450047;450056;450057;450112;450193;450195;450201;450205;450211;450214;450226;450232;450237;450240;450241;450245;450249;450250;450250;450253;450261;450264;450273
440250,44,Provimento de animais de serviço para pessoas com deficiências,100321;400090;410245;420248;430010;450002
440251,44,Terapia com dança [dançaterapia],100287
440252,44,Terapia com artes [arteterapia],280286;410220;420144
440253,44,Terapia com música [musicoterapia],090062;090695;090940;150052;150053;150087
440254,44,Monitoramento remoto de dados médicos para diagnóstico e tratamento médico,370157;450256
440255,44,Tratamento médico utilizando células cultivadas,090218;110359;370082;400042
440256,44,Serviços de banco de células cultivadas para transplante médico,010261;010657;090218;090429;090531;090625;110359;210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450226;450241;450249;450250;450250;450261;450273
440257,44,Serviços de rastreamento de dificuldade de aprendizagem,210207;350009;350072;350088;350107;360003;360028;360031;360111;360123;370070;370071;370132;370142;370147;380007;380009;380039;380049;390033;390065;390074;390100;390120;390130;400029;400056;400099;400114;400121;400149;410003;410004;410028;410033;410047;410095;410103;410183;410186;410191;410235;420228;420313;430024;430025;430027;430098;430108;430138;430183;450047;450056;450057;450193;450205;450214;450222;450226;450241;450249;450250;450250;450261;450273
